idProducto,idVendedor,fecha,idSucursal,descuento
96,15,29/01/2021,12,91
13,8,23/02/2022,20,18
68,51,10/04/2021,3,21
25,18,11/11/2021,26,85
19,17,22/09/2021,8,50
83,53,25/09/2021,24,50
56,32,09/04/2022,29,19
78,74,10/07/2022,2,5
32,5,31/08/2021,25,50
37,56,14/04/2022,12,0
89,26,22/11/2021,29,59
64,2,14/11/2021,23,0
14,96,22/11/2021,6,0
11,40,08/06/2021,24,23
42,80,08/10/2022,28,14
61,40,06/01/2022,15,50
58,28,16/06/2022,5,0
98,89,01/10/2021,20,12
14,59,02/10/2022,25,91
6,67,05/04/2021,23,8
44,18,23/12/2022,9,21
69,68,06/11/2022,27,4
12,29,04/03/2022,10,92
32,37,05/11/2022,10,1
43,52,28/08/2021,28,30
70,57,04/03/2022,15,21
35,94,10/11/2022,29,0
99,99,08/07/2021,21,28
63,90,18/05/2021,28,0
42,80,04/08/2022,14,18
59,54,18/07/2022,9,1
89,96,08/10/2022,3,30
50,95,17/11/2022,2,0
80,40,25/06/2021,3,0
78,94,09/04/2022,4,57
21,100,12/12/2021,15,50
13,21,27/01/2022,7,50
65,44,09/12/2022,25,0
57,30,31/12/2022,7,50
48,78,07/04/2022,22,54
73,27,11/10/2022,8,2
74,75,29/08/2022,26,22
25,4,19/04/2022,4,87
2,60,17/08/2021,22,27
95,74,13/02/2022,25,9
37,14,27/11/2021,4,50
68,32,19/03/2022,4,4
94,2,10/01/2022,22,17
90,62,26/02/2022,4,50
45,14,18/07/2022,23,0
26,51,21/02/2022,11,50
61,70,30/06/2021,28,87
34,22,21/04/2022,25,15
81,31,28/12/2021,15,0
73,57,02/01/2022,17,13
93,92,13/08/2021,3,25
61,94,30/07/2022,23,50
90,72,09/02/2021,8,77
42,33,21/10/2021,6,50
56,62,23/12/2022,26,12
67,81,09/11/2021,30,27
1,16,10/06/2021,1,93
29,39,18/12/2021,12,0
16,76,05/10/2022,11,0
89,25,09/12/2022,28,0
28,60,22/10/2021,4,0
82,38,29/03/2021,16,10
82,25,20/03/2021,24,17
8,85,22/03/2022,15,57
20,27,04/03/2021,28,50
47,13,27/03/2021,9,26
64,52,07/08/2022,22,50
49,82,23/01/2021,26,92
2,92,24/08/2022,2,25
24,6,16/11/2022,7,50
44,44,30/11/2022,8,0
25,64,06/08/2021,10,2
100,24,16/12/2022,5,0
98,13,20/06/2021,5,50
41,11,30/08/2022,6,29
24,34,24/04/2021,27,0
37,2,25/02/2021,23,14
75,36,21/06/2022,14,0
71,63,23/01/2022,7,18
44,78,28/07/2022,8,3
87,7,25/12/2022,23,22
99,21,08/06/2021,30,82
16,57,28/03/2021,3,0
17,54,06/03/2021,2,27
48,24,07/10/2021,3,50
13,13,13/06/2021,29,5
7,70,05/11/2021,26,50
53,83,20/12/2022,13,16
37,28,13/08/2022,10,50
50,3,06/11/2021,6,0
54,69,22/06/2022,14,50
37,90,24/11/2021,10,13
92,17,10/10/2022,28,14
43,77,16/11/2021,26,14
69,43,07/03/2021,22,22
72,64,06/02/2021,22,11
68,29,13/08/2021,10,0
78,45,23/08/2021,3,30
57,20,11/03/2021,7,10
25,39,15/07/2022,29,2
12,64,17/08/2021,28,25
56,80,01/03/2021,7,50
72,99,14/01/2021,20,13
71,34,11/12/2021,30,0
7,27,23/03/2022,8,0
61,71,01/05/2022,11,25
34,100,28/02/2021,24,0
6,11,15/05/2021,6,0
46,82,12/06/2021,11,21
75,84,20/02/2021,9,50
1,75,10/06/2022,22,0
41,9,15/06/2021,5,50
1,13,16/10/2022,15,2
63,89,18/09/2022,7,22
16,2,24/09/2022,25,0
20,34,17/02/2021,7,1
53,82,25/08/2022,7,7
54,66,02/03/2021,2,50
94,37,20/03/2022,25,50
97,63,26/12/2022,11,21
47,87,06/03/2022,23,2
40,98,05/11/2021,14,0
3,1,22/06/2021,12,0
58,42,03/05/2022,6,30
43,65,02/05/2021,1,76
47,54,22/05/2022,22,17
28,2,30/08/2022,15,9
16,26,20/05/2022,12,3
77,70,22/11/2021,30,50
45,52,20/06/2022,14,50
54,30,01/05/2022,24,0
86,47,28/07/2022,7,0
49,7,31/12/2021,22,17
54,82,17/09/2022,9,99
61,52,19/02/2021,23,0
13,31,19/01/2021,14,50
92,31,05/01/2021,7,50
20,67,03/05/2021,5,0
42,35,04/09/2022,22,96
17,46,11/06/2022,12,16
66,9,03/05/2022,12,18
28,12,07/07/2022,2,50
88,83,03/09/2022,11,77
5,90,02/04/2021,7,50
76,55,28/08/2022,6,8
53,58,24/12/2021,18,4
32,46,02/08/2022,6,99
43,99,09/04/2021,30,7
24,63,02/04/2022,2,0
6,32,16/09/2022,28,0
14,1,24/08/2021,27,50
81,69,12/11/2021,11,0
33,2,26/05/2021,1,28
53,44,29/04/2021,5,100
47,48,28/09/2021,28,50
91,29,23/06/2021,1,19
41,56,09/07/2021,8,0
72,85,26/08/2021,1,0
87,82,09/04/2022,24,67
22,8,29/08/2022,10,25
24,42,09/06/2021,29,65
2,33,04/10/2022,5,50
90,14,17/11/2022,1,93
41,67,17/01/2021,17,4
7,86,27/10/2021,10,50
3,80,10/05/2021,3,0
25,38,04/03/2021,3,97
24,14,22/09/2021,29,4
38,99,04/02/2022,25,0
47,93,27/06/2022,5,0
63,65,07/08/2022,12,15
93,81,14/02/2021,6,2
39,18,19/10/2021,14,50
24,1,07/11/2021,2,0
21,77,24/12/2022,3,19
55,87,07/09/2022,6,50
54,84,09/07/2021,9,0
32,21,22/10/2022,8,50
70,9,03/02/2021,12,23
52,91,03/04/2022,29,50
89,48,12/03/2021,29,50
97,90,05/04/2022,7,65
37,87,07/05/2021,3,50
63,99,12/04/2022,5,21
12,40,14/08/2021,22,0
70,49,20/02/2021,11,0
9,2,03/07/2022,29,0
77,60,06/06/2021,1,0
92,57,20/01/2021,3,10
96,43,10/06/2022,4,21
33,27,22/10/2021,2,16
77,37,26/12/2021,16,0
84,94,06/08/2022,2,50
83,31,05/08/2021,25,0
14,57,19/03/2021,6,50
86,93,21/07/2022,3,0
72,40,24/01/2022,7,13
11,26,01/01/2022,22,63
1,34,12/05/2021,8,0
10,98,20/11/2022,13,4
52,26,30/10/2022,22,0
76,26,03/01/2021,8,0
63,16,10/06/2021,23,9
57,35,14/03/2022,9,17
91,59,13/01/2022,11,0
32,84,24/03/2022,10,0
90,40,09/03/2021,24,13
68,72,30/01/2022,25,0
42,44,16/03/2022,1,0
19,62,28/11/2021,12,23
8,20,21/10/2022,16,7
14,38,27/12/2022,25,50
74,42,06/09/2022,8,62
88,15,26/12/2021,25,0
89,16,26/04/2021,23,0
82,2,07/09/2021,29,0
29,48,23/08/2021,14,0
64,33,18/11/2021,24,0
97,57,26/07/2021,12,0
61,94,28/08/2021,4,0
8,76,12/12/2022,24,14
25,85,01/07/2022,8,0
95,10,04/10/2021,11,50
65,90,09/10/2022,7,50
86,79,19/02/2022,22,77
18,79,24/05/2021,6,50
74,3,15/08/2022,10,0
81,75,01/07/2022,1,3
14,25,20/01/2022,8,28
5,71,16/01/2022,7,66
69,8,08/02/2021,24,0
84,71,16/10/2022,6,56
39,90,09/11/2022,27,23
88,52,03/04/2021,8,0
26,100,13/10/2021,26,0
72,24,11/02/2022,11,0
87,58,13/07/2021,9,0
81,1,21/02/2022,25,16
60,69,13/02/2022,8,82
61,8,14/05/2022,1,0
69,6,05/12/2022,1,0
89,79,26/06/2021,2,8
30,5,28/10/2022,9,5
67,13,11/08/2021,14,0
91,14,28/07/2022,7,7
54,68,11/07/2022,18,0
28,10,05/03/2022,9,29
51,68,23/05/2022,24,0
13,83,22/02/2022,15,73
90,95,19/12/2022,6,0
35,99,09/10/2022,17,50
69,45,30/12/2022,15,82
27,52,29/12/2022,14,0
6,30,12/08/2022,23,0
33,35,12/08/2021,1,12
74,58,08/03/2022,17,25
26,90,30/08/2022,4,71
69,6,03/05/2021,2,50
24,68,15/01/2022,28,1
20,2,30/11/2021,25,10
37,93,18/11/2022,13,22
83,43,22/06/2021,14,4
72,12,03/06/2021,2,1
2,29,13/11/2022,9,19
73,18,04/11/2021,7,10
27,63,26/11/2022,27,0
42,81,07/03/2022,2,25
69,67,05/05/2021,13,58
82,62,15/05/2021,26,50
74,84,28/04/2022,9,3
77,90,04/11/2021,22,27
14,37,12/06/2022,23,76
79,27,14/12/2021,30,8
50,64,19/10/2021,4,0
16,48,17/04/2021,27,24
15,28,20/12/2021,10,1
66,30,23/03/2022,21,0
27,84,27/07/2022,8,30
44,29,26/07/2021,11,0
97,26,12/05/2021,10,0
92,7,20/06/2021,14,0
7,7,18/03/2022,28,0
34,34,09/04/2022,20,28
54,97,13/05/2022,2,1
43,85,28/01/2021,27,56
73,4,02/11/2021,28,83
5,35,27/03/2022,3,26
30,77,16/04/2021,28,50
83,37,26/05/2022,1,50
85,10,10/08/2021,11,50
12,93,08/10/2022,6,17
63,55,22/02/2021,14,50
52,4,13/06/2021,7,63
7,21,10/05/2021,8,18
4,88,16/03/2022,5,24
13,78,18/05/2021,3,15
61,92,01/05/2022,24,50
54,3,10/03/2021,8,50
71,73,22/08/2021,8,7
91,4,13/12/2021,10,78
16,65,07/06/2022,18,18
45,5,08/03/2021,26,0
69,31,08/08/2022,15,20
71,18,31/12/2021,9,25
15,67,16/05/2022,25,23
22,64,12/07/2021,7,21
2,80,14/12/2022,3,8
69,16,17/12/2021,30,50
60,65,02/11/2022,24,0
44,99,26/03/2022,15,86
7,37,25/12/2022,4,0
69,92,23/07/2021,29,0
35,57,20/10/2022,27,0
100,61,03/10/2022,3,7
60,49,09/03/2021,4,0
37,9,26/01/2021,2,58
67,32,20/09/2021,28,6
27,100,14/08/2022,5,1
46,7,02/09/2022,29,50
36,96,15/11/2022,14,25
54,6,15/10/2022,4,50
23,86,26/05/2021,5,64
35,97,03/06/2022,30,82
21,88,23/06/2021,6,0
38,60,17/10/2021,7,7
18,23,08/09/2022,22,23
17,47,14/10/2021,27,22
17,55,04/09/2022,1,64
7,67,09/07/2022,22,13
34,86,27/08/2022,10,4
19,99,10/09/2022,27,8
51,41,03/03/2021,13,1
52,57,17/06/2022,2,0
75,35,19/10/2022,2,0
4,93,09/06/2021,23,1
90,92,26/08/2021,14,50
90,51,02/07/2022,19,53
4,33,15/03/2021,27,0
90,32,13/06/2022,4,0
52,42,01/09/2021,12,30
59,90,18/12/2022,2,11
75,53,24/04/2022,29,10
4,63,17/04/2021,26,9
59,69,14/09/2022,22,0
52,91,12/01/2022,22,28
90,83,20/08/2022,4,0
39,77,14/05/2022,29,50
52,66,31/12/2021,7,50
52,7,23/06/2022,29,0
4,96,18/01/2021,22,0
75,100,26/03/2022,5,94
4,72,30/01/2022,4,0
90,5,23/08/2021,4,28
75,92,18/08/2021,22,0
59,96,08/10/2021,6,0
59,45,11/09/2021,23,0
75,56,18/05/2021,9,11
4,50,27/01/2021,8,7
52,46,09/11/2022,18,9
90,44,08/07/2022,24,0
59,85,11/04/2021,27,0
52,6,11/08/2022,14,0
75,47,01/03/2021,27,0
90,56,20/08/2022,29,56
39,15,12/02/2021,8,0
4,56,12/09/2022,25,0
59,44,17/05/2021,5,26
75,44,26/11/2021,12,3
75,6,09/01/2022,21,22
75,75,02/02/2021,18,92
52,35,08/11/2022,13,0
90,81,19/09/2022,27,50
90,55,30/08/2021,27,0
75,51,23/04/2022,22,0
75,26,21/06/2022,4,61
52,38,09/11/2022,7,0
52,73,24/05/2021,19,50
52,79,27/03/2021,8,50
75,45,24/01/2021,3,0
59,9,21/07/2022,22,20
39,5,08/09/2021,4,3
75,6,12/03/2021,18,0
39,41,05/04/2021,5,0
90,47,11/08/2022,7,0
39,35,14/08/2021,3,14
52,86,30/07/2021,2,90
4,32,09/09/2021,28,50
52,76,23/05/2022,4,50
90,23,28/01/2022,2,20
90,82,22/11/2021,1,17
39,38,24/03/2022,26,27
75,60,25/05/2021,26,0
59,36,08/01/2021,25,6
75,72,29/01/2022,30,21
4,5,19/01/2022,5,16
75,91,14/10/2021,14,88
52,56,28/03/2021,8,24
75,54,12/05/2022,28,50
39,88,30/12/2022,13,13
4,78,22/07/2021,25,0
90,6,28/10/2021,24,0
4,29,21/05/2022,19,0
4,19,19/08/2022,20,30
59,4,28/11/2021,23,7
39,39,05/02/2022,9,12
52,55,22/03/2021,12,70
39,76,25/04/2022,9,23
90,12,12/05/2021,22,18
59,21,01/02/2021,24,27
39,17,15/10/2022,6,0
90,75,14/09/2021,12,0
4,84,22/06/2021,19,0
75,8,15/06/2021,11,0
4,56,22/07/2021,13,18
52,24,15/01/2021,6,16
52,9,24/10/2022,30,80
52,41,04/06/2022,5,21
4,68,09/03/2022,2,0
39,8,21/03/2022,8,12
59,84,04/02/2021,5,93
75,37,27/12/2022,28,3
4,81,25/04/2022,28,13
75,91,08/01/2021,4,0
75,95,13/02/2022,12,25
39,100,20/03/2021,16,0
90,70,22/09/2022,14,23
75,24,30/03/2021,7,0
4,6,15/07/2021,7,50
75,51,10/01/2022,2,15
90,73,10/02/2022,11,50
90,85,20/10/2022,23,50
59,74,01/03/2021,12,27
59,55,23/09/2022,14,15
59,30,07/04/2021,27,50
4,42,26/01/2021,11,0
52,80,13/01/2021,11,0
90,7,06/04/2022,15,0
39,44,22/05/2021,1,17
39,90,18/01/2021,29,8
52,53,03/02/2021,27,0
52,86,30/08/2021,14,0
4,59,05/04/2021,29,0
52,44,11/08/2022,29,92
39,78,10/12/2022,24,0
4,16,07/08/2022,4,15
52,92,11/04/2022,6,0
90,83,06/10/2021,26,0
90,82,03/09/2022,14,6
4,99,18/08/2022,24,67
4,68,16/05/2022,6,50
59,6,25/01/2021,15,0
90,34,28/10/2022,13,50
4,13,25/09/2022,20,22
59,48,26/02/2022,29,1
52,89,12/10/2021,8,0
75,94,28/01/2022,25,50
75,26,13/08/2021,14,0
39,23,16/03/2021,9,50
90,89,24/05/2022,24,88
59,46,21/04/2021,30,0
39,70,20/08/2022,2,0
39,82,15/12/2021,7,50
75,93,29/12/2022,28,75
90,79,30/07/2022,12,0
75,26,26/12/2021,5,16
59,53,22/01/2021,4,4
39,96,19/10/2021,10,0
52,82,01/11/2022,26,50
4,50,11/02/2022,12,50
90,76,22/04/2021,7,23
52,49,13/02/2021,10,0
39,39,11/06/2021,18,0
59,33,29/09/2022,25,18
59,33,17/12/2021,10,62
90,21,15/07/2022,1,50
4,75,15/03/2021,9,22
59,60,05/01/2022,5,0
90,9,30/10/2022,13,0
4,27,08/09/2021,8,0
75,74,07/05/2021,13,50
59,31,20/04/2021,8,7
52,8,24/01/2021,22,0
4,87,26/08/2022,4,50
4,34,27/08/2022,6,7
52,34,20/07/2022,20,50
39,30,27/09/2021,23,19
59,54,19/01/2022,23,50
52,43,25/01/2021,21,0
59,92,25/12/2021,1,0
4,13,16/02/2021,7,24
52,34,01/01/2021,24,50
4,69,29/06/2022,8,23
90,40,31/05/2022,27,4
90,15,01/04/2022,10,87
4,91,14/05/2021,22,55
52,42,17/07/2022,8,28
52,2,22/05/2021,9,0
4,20,29/09/2022,19,7
90,69,26/03/2022,6,85
59,14,17/07/2022,19,70
39,46,02/12/2022,9,81
4,8,05/02/2021,30,2
90,83,01/05/2021,14,25
90,23,22/03/2022,1,72
90,41,18/04/2021,30,0
59,51,17/10/2021,15,26
90,35,22/03/2021,21,0
4,95,19/03/2021,27,14
75,26,05/12/2021,10,50
90,55,17/05/2022,24,0
39,13,13/01/2021,27,0
90,74,10/09/2021,29,50
90,57,05/06/2022,26,50
52,16,23/12/2022,4,30
90,15,31/10/2022,30,9
75,91,15/12/2021,26,3
90,15,03/02/2022,27,4
39,27,21/08/2021,17,0
90,72,24/08/2022,7,26
4,80,31/01/2022,6,30
59,66,10/02/2022,29,89
39,41,17/03/2022,20,0
52,9,21/08/2021,19,0
4,25,29/03/2021,9,0
4,51,16/05/2021,18,4
90,43,26/02/2021,7,0
39,59,06/12/2021,2,0
59,3,31/12/2021,11,3
4,45,18/01/2022,30,87
75,70,14/09/2022,7,54
4,47,10/09/2021,8,0
90,87,25/03/2022,13,11
59,6,13/08/2021,15,0
52,31,05/06/2021,19,14
39,63,22/03/2021,22,0
59,55,20/04/2021,24,0
90,15,03/06/2021,6,4
4,99,07/07/2022,8,4
39,57,24/06/2021,9,14
90,1,04/04/2022,4,0
39,81,25/10/2021,27,0
90,45,12/08/2021,6,73
59,53,16/12/2021,2,0
75,59,26/02/2021,27,8
52,29,28/03/2021,22,24
4,10,30/05/2021,12,0
52,72,05/06/2022,22,26
75,21,04/11/2021,11,3
39,13,07/07/2021,22,0
90,1,29/10/2022,24,0
52,29,24/01/2021,26,86
52,66,19/07/2022,5,0
52,59,27/11/2021,5,14
52,28,01/02/2022,1,0
4,8,02/09/2021,18,14
4,99,20/11/2021,24,0
59,3,14/02/2022,28,26
90,100,14/06/2022,1,0
39,20,28/12/2022,7,50
4,11,16/11/2021,15,0
4,29,27/03/2021,26,20
4,4,13/05/2021,3,50
52,43,18/08/2021,19,0
90,61,24/12/2021,3,50
52,33,28/07/2021,25,23
4,68,12/01/2022,26,26
90,35,17/12/2021,23,0
75,6,17/02/2021,27,0
59,30,01/02/2021,4,73
90,72,05/05/2021,29,50
75,51,21/07/2021,8,0
4,20,15/01/2021,9,82
75,53,08/10/2022,25,0
59,91,23/08/2021,28,19
4,11,24/07/2022,2,100
39,20,12/09/2021,14,1
52,26,07/09/2022,5,4
52,73,24/03/2022,1,16
52,82,29/07/2021,11,0
90,84,09/10/2021,22,50
59,44,14/04/2022,16,100
39,60,08/07/2022,25,73
59,54,15/01/2021,10,0
52,18,02/08/2022,5,0
39,57,11/07/2022,25,0
52,57,04/02/2022,23,0
52,82,21/11/2021,23,50
52,45,14/07/2021,5,16
4,6,03/09/2022,9,5
59,10,01/05/2021,10,8
52,20,19/11/2021,26,94
52,53,05/08/2022,3,0
75,93,05/05/2021,1,0
90,33,01/10/2021,27,3
90,82,12/06/2022,14,6
52,49,19/10/2022,13,0
39,4,21/10/2022,3,22
4,80,29/09/2021,30,50
90,72,11/02/2021,28,50
4,7,14/03/2021,14,0
39,97,23/12/2021,23,50
59,35,16/11/2022,8,0
75,20,19/06/2021,24,14
90,90,15/02/2022,22,0
52,74,04/04/2022,22,4
75,40,13/07/2022,25,13
39,88,23/12/2022,7,64
4,77,11/12/2022,5,50
4,56,18/10/2022,23,4
4,24,12/09/2021,6,14
90,71,20/10/2022,9,25
4,15,10/12/2022,9,0
52,41,15/06/2022,11,17
39,42,28/08/2022,12,16
59,34,17/01/2021,29,27
52,63,03/05/2021,30,19
59,7,29/07/2022,27,0
90,67,21/12/2021,13,0
52,11,10/01/2022,30,27
39,76,02/11/2021,3,89
39,81,16/11/2022,8,10
52,2,25/01/2022,7,89
59,81,12/01/2021,7,71
52,4,13/04/2021,9,0
52,62,30/09/2021,27,0
39,24,03/02/2021,8,0
52,16,23/09/2021,5,86
59,21,17/12/2022,25,22
75,90,17/10/2022,3,50
39,75,19/07/2021,3,50
90,16,16/09/2022,29,60
4,66,28/12/2022,12,91
39,69,31/01/2021,24,4
52,99,28/01/2022,9,0
52,91,10/05/2022,8,50
4,92,27/11/2021,2,30
4,12,05/07/2021,10,0
39,32,25/10/2022,25,27
90,87,21/10/2022,2,29
4,7,05/11/2021,9,5
39,82,21/04/2022,24,0
52,6,13/07/2021,5,0
39,25,19/06/2022,28,0
59,37,07/02/2022,10,12
75,54,20/10/2021,4,17
59,96,24/09/2022,27,97
59,27,16/10/2021,20,50
4,37,26/10/2022,4,94
59,41,18/05/2022,6,22
4,43,05/01/2022,7,10
90,27,02/10/2021,2,58
52,73,25/08/2021,5,18
90,11,23/03/2022,6,0
4,29,17/06/2021,29,21
90,91,28/07/2022,13,0
52,50,11/08/2021,11,0
90,88,08/09/2022,22,50
59,64,19/06/2022,28,0
59,51,30/03/2021,21,30
59,87,05/11/2022,30,8
52,70,05/02/2022,5,23
4,44,20/12/2022,28,4
52,92,13/08/2022,10,7
59,15,06/05/2022,26,50
